id,spelling,char_set_str
10803,ticklish,chiklst
10804,tiff,fit
10805,tightfisted,defghist
10806,timbre,beimrt
10807,timeworn,eimnortw
10808,timidity,dimty
10809,timorous,imorstu
10810,tinder,deinrt
10811,tined,deint
10812,tinge,egint
10813,tinker,eiknrt
10814,tint,int
10815,tipple,eilpt
10816,tirade,adeirt
10817,titanic,acint
10818,titular,ailrtu
10819,toady,adoty
10820,toil,ilot
10821,tombstone,bemnost
10822,tongs,gnost
10823,tonic,cinot
10824,tonsorial,ailnorst
10825,tony,noty
10826,topple,elopt
10827,topsy-turvy,-oprstuvy
10828,tornado,adnort
10829,torpedo,deoprt
10830,torpid,dioprt
10831,torpor,oprt
10832,torque,eoqrtu
10833,torrential,aeilnort
10834,torrid,diort
10835,torso,orst
10836,tortuous,orstu
10837,totalitarian,ailnort
10838,totem,emot
10839,totter,eort
10840,touching,cghinotu
10841,touchstone,cehnostu
10842,touchy,chotuy
10843,toupee,eoptu
10844,tournament,aemnortu
10845,tourniquet,einoqrtu
10846,tousle,elostu
10847,tout,otu
10848,toxin,inotx
10849,traceable,abcelrt
10850,tract,acrt
10851,tractability,abcilrty
10852,tractable,abcelrt
10853,traduce,acdertu
10854,traipse,aeiprst
10855,trajectory,acejorty
10856,trammel,aelmrt
10857,trample,aelmprt
10858,trance,acenrt
10859,tranquility,ailnqrtuy
10860,transcendent,acdenrst
10861,transcendental,acdelnrst
10862,transcribe,abceinrst
10863,transfigure,aefginrstu
10864,transfuse,aefnrstu
10865,transgress,aegnrst
10866,transgression,aeginorst
10867,transience,aceinrst
10868,transitory,ainorsty
10869,translucent,acelnrstu
10870,transmute,aemnrstu
10871,transplantation,ailnoprst
10872,transpose,aenoprst
10873,trapeze,aeprtz
10874,traverse,aerstv
10875,travesty,aerstvy
10876,trawl,alrtw
10877,treacherous,acehorstu
10878,treachery,acehrty
10879,tread,adert
10880,treasurer,aerstu
10881,treatise,aeirst
10882,trek,ekrt
10883,tremor,emort
10884,tremulous,elmorstu
10885,trenchant,acehnrt
10886,trepidation,adeinoprt
10887,trespass,aeprst
10888,tresses,erst
10889,tribulation,abilnortu
10890,tribunal,abilnrtu
10891,tributary,abirtuy
10892,trickery,ceikrty
10893,trickle,ceiklrt
10894,trident,deinrt
10895,trilogy,gilorty
10896,trinket,eiknrt
10897,trio,iort
10898,tripod,dioprt
10899,trite,eirt
10900,trivia,airtv
10901,troll,lort
10902,trophy,hoprty
10903,trounce,cenortu
10904,troupe,eoprtu
10905,trowel,elortw
10906,truancy,acnrtuy
10907,truant,anrtu
10908,truce,certu
10909,truculent,celnrtu
10910,trudge,degrtu
10911,truism,imrstu
10912,trumpery,emprtuy
10913,truncate,acenrtu
10914,truss,rstu
10915,trustworthy,horstuwy
10916,tuber,bertu
10917,tumid,dimtu
10918,tumult,lmtu
10919,tundra,adnrtu
10920,tureen,enrtu
10921,turgid,dgirtu
10922,turmoil,ilmortu
10923,turncoat,acnortu
10924,turpitude,deiprtu
10925,turquoise,eioqrstu
10926,turret,ertu
10927,tusk,kstu
10928,tussle,elstu
10929,tutelage,aegltu
10930,tuxedo,deotux
10931,twaddle,adeltw
10932,tweak,aektw
10933,twig,gitw
10934,twinge,egintw
10935,tycoon,cnoty
10936,typo,opty
10937,typographical,acghiloprty
10938,tyranny,anrty
10939,tyrant,anrty
10940,tyro,orty
10941,ubiquitous,bioqstu
10942,ulcer,celru
10943,ulcerate,acelrtu
10944,ulterior,eilortu
10945,ultramundane,adelmnrtu
10946,umbrage,abegmru
10947,umpire,eimpru
10948,unaffected,acdefntu
10949,unassuming,agimnsu
10950,unbecoming,bcegimnou
10951,unbend,bdenu
10952,unbidden,bdeinu
10953,unbosom,bmnosu
10954,unbridled,bdeilnru
10955,uncanny,acnuy
10956,uncommitted,cdeimnotu
10957,unconscionable,abceilnosu
10958,unconscious,cinosu
10959,uncooperative,aceinoprtuv
10960,uncouth,chnotu
10961,unctuous,cnostu
10962,underbid,bdeinru
10963,undercut,cdenrtu
10964,underdog,degnoru
10965,underestimated,adeimnrstu
10966,undergird,deginru
10967,underhanded,adehnru
10968,underling,degilnru
10969,underplay,adelnpruy
10970,underrate,adenrtu
10971,underscore,cdenorsu
10972,understate,adenrstu
10973,understated,adenrstu
10974,understatement,ademnrstu
10975,understudy,denrstuy
10976,underutilized,deilnrtuz
10977,underwrite,deinrtuw
10978,undeserved,denrsuv
10979,undesirable,abdeilnrsu
10980,undirected,cdeinrtu
10981,undisputable,abdeilnpstu
10982,undulate,adelntu
10983,unearth,aehnrtu
10984,unearthly,aehlnrtuy
10985,unenlightened,deghilntu
10986,unexceptionable,abceilnoptux
10987,unexceptional,aceilnoptux
10988,unfailing,afgilnu
10989,unfasten,aefnstu
10990,unfeigned,defginu
10991,unflappable,abeflnpu
10992,unfounded,defnou
10993,ungainly,agilnuy
10994,ungrudging,dginru
10995,unguent,egntu
10996,unicorn,cinoru
10997,unidimensional,adeilmnosu
10998,unification,acfinotu
10999,unilateral,aeilnrtu
11000,unimpassioned,adeimnopsu
11001,unimpeachable,abcehilmnpu
11002,uninitiated,adeintu
11003,unison,inosu
11004,univocal,acilnouv
11005,unjustified,defijnstu
11006,unjustly,jlnstuy
11007,unkempt,ekmnptu
11008,unleash,aehlnsu
11009,unmitigated,adegimntu
11010,unmoved,demnouv
11011,unnoticed,cdeinotu
11012,unobtrusive,beinorstuv
11013,unpalatable,abelnptu
11014,unprecedented,cdenprtu
11015,unpremeditated,adeimnprtu
11016,unprepossessing,eginoprsu
11017,unpretentious,einoprstu
11018,unprincipled,cdeilnpru
11019,unproductive,cdeinoprtuv
11020,unprovoked,deknopruv
11021,unqualified,adefilnqu
11022,unravel,aelnruv
11023,unregenerate,aegnrtu
11024,unregulated,adeglnrtu
11025,unremitting,egimnrtu
11026,unrepentant,aenprtu
11027,unrequited,deinqrtu
11028,unreserved,denrsuv
11029,unscathed,acdehnstu
11030,unscented,cdenstu
11031,unscrupulous,clnoprsu
11032,unscrupulousness[ʌn'skru:pjuləsnis],':[]ceijklnoprsuəʌ
11033,unseemly,elmnsuy
11034,unsettle,elnstu
11035,unsettling,egilnstu
11036,unsound,dnosu
11037,unspoiled,deilnopsu
11038,unspotted,denopstu
11039,unstinting,ginstu
11040,unsubstantiated,abdeinstu
11041,untapped,adenptu
11042,unthreatening,aeghinrtu
11043,untimely,eilmntuy
11044,untold,dlnotu
11045,untoward,adnortuw
11046,untrammeled,adelmnrtu
11047,untutored,denortu
11048,unwarranted,adenrtuw
11049,unwieldy,deilnuwy
11050,unwitting,gintuw
11051,unwonted,denotuw
11052,unworldly,dlnoruwy
11053,upbraid,abdipru
11054,upfront,fnoprtu
11055,upheaval,aehlpuv
11056,uproarious,aioprsu
11057,upstage,aegpstu
11058,upstart,aprstu
11059,upsurge,egprsu
11060,upswing,ginpsuw
11061,uptight,ghiptu
11062,urchin,chinru
11063,ursine,einrsu
11064,usurp,prsu
11065,usury,rsuy
11066,utensil,eilnstu
11067,utilitarian,ailnrtu
11068,utopia,aioptu
11069,utopian,ainoptu
11070,uxorious,iorsux
11071,v.,.v
11072,vaccinate,aceintv
11073,vaccine,aceinv
11074,vacillate,aceiltv
11075,vacuous,acosuv
11076,vagabond,abdgnov
11077,vagary,agrvy
11078,vagrancy,acgnrvy
11079,vagrant,agnrtv
11080,valediction,acdeilnotv
11081,valedictory,acdeilortvy
11082,valetudinarian,adeilnrtuv
11083,valiant,ailntv
11084,validate,adeiltv
11085,valor,alorv
11086,valorous,alorsuv
11087,vampire,aeimprv
11088,vandalism,adilmnsv
11089,vandalize,adeilnvz
11090,vanguard,adgnruv
11091,vanilla,ailnv
11092,vanquish,ahinqsuv
11093,vantage,aegntv
11094,vapid,adipv
11095,vaporization,ainoprtvz
11096,vaporize,aeioprvz
11097,vaporous,aoprsuv
11098,variance,aceinrv
11099,variegate,aegirtv
11100,variegation,aeginortv
11101,varnish,ahinrsv
11102,vascular,aclrsuv
11103,vault,altuv
11104,vaunting,agintuv
11105,veer,erv
11106,vegetate,aegtv
11107,velvety,eltvy
11108,venal,aelnv
11109,vendetta,adentv
11110,vendor,denorv
11111,veneer,enrv
11112,venerate,aenrtv
11113,vengeance,acegnv
11114,vengeful,efglnuv
11115,venial,aeilnv
11116,venom,emnov
11117,vent,entv
11118,ventral,aelnrtv
11119,ventriloquist,eilnoqrstuv
11120,veracious,aceiorsuv
11121,veracity,aceirtvy
11122,verbatim,abeimrtv
11123,verbiage,abegirv
11124,verbose,beorsv
11125,verboten,benortv
11126,verdant,adenrtv
11127,verdigris,degirsv
11128,verified,defirv
11129,verisimilar,aeilmrsv
11130,verisimilitude,deilmrstuv
11131,veritable,abeilrtv
11132,vermin,eimnrv
11133,vernacular,acelnruv
11134,vernal,aelnrv
11135,versant,aenrstv
11136,versemonger,egmnorsv
11137,vertex,ertvx
11138,vertigo,egiortv
11139,verve,erv
11140,vestige,egistv
11141,vestigial,aegilstv
11142,vestment,emnstv
11143,vesture,erstuv
11144,veterinary,aeinrtvy
11145,vex,evx
11146,vexation,aeinotvx
11147,viability,abiltvy
11148,viable,abeilv
11149,viaduct,acdituv
11150,viand,adinv
11151,vibrancy,abcinrvy
11152,vibrant,abinrtv
11153,vicar,acirv
11154,vicarious,aciorsuv
11155,vicissitude,cdeistuv
11156,vicissitudinous,cdinostuv
11157,victimize,ceimtvz
11158,vie,eiv
11159,vigilant,agilntv
11160,vile,eilv
11161,vilify,filvy
11162,villainous,ailnosuv
11163,vim,imv
11164,vindicate,acdeintv
11165,vindication,acdinotv
11166,vindictive,cdeintv
11167,vinegared,adeginrv
11168,vintage,aegintv
11169,vintner,einrtv
11170,virago,agiorv
11171,viral,ailrv
11172,virile,eilrv
11173,virtuosity,iorstuvy
11174,virtuoso,iorstuv
11175,virtuous,iorstuv
11176,virulent,eilnrtuv
11177,visage,aegisv
11178,visceral,aceilrsv
11179,viscid,cdisv
11180,viscous,ciosuv
11181,visionary,ainorsvy
11182,vista,aistv
11183,vitalize,aeiltvz
11184,vitiate,aeitv
11185,vitreous,eiorstuv
11186,vitrify,firtvy
11187,vitriolic,cilortv
11188,vituperate,aeiprtuv
11189,vituperative,aeiprtuv
11190,vivacious,aciosuv
11191,vocalist,acilostv
11192,vogue,egouv
11193,volatile,aeilotv
11194,volition,ilnotv
11195,volley,elovy
11196,voluble,belouv
11197,voluminous,ilmnosuv
11198,voluptuous,lopstuv
11199,vomit,imotv
11200,voracious,aciorsuv
11201,voracity,aciortvy
11202,votary,aortvy
11203,vouch,chouv
11204,vulpine,eilnpuv
11205,vulture,elrtuv
11206,vying,ginvy
11207,wacky,ackwy
11208,waddle,adelw
11209,wade,adew
11210,waffle,aeflw
11211,waft,aftw
11212,wag,agw
11213,waggish,aghisw
11214,wail,ailw
11215,waive,aeivw
11216,wallop,alopw
11217,wallow,alow
11218,walrus,alrsuw
11219,wan,anw
11220,wanderlust,adelnrstuw
11221,wane,aenw
11222,wangle,aeglnw
11223,wanton,anotw
11224,warble,abelrw
11225,warden,adenrw
11226,warmonger,aegmnorw
11227,warp,aprw
11228,warranted,adenrtw
11229,warranty,anrtwy
11230,wary,arwy
11231,waspish,ahipsw
11232,wastrel,aelrstw
11233,watershed,adehrstw
11234,waver,aervw
11235,waylay,alwy
11236,wean,aenw
11237,wearisome,aeimorsw
11238,weasel,aelsw
11239,well-groomed,-deglmorw
11240,welsh,ehlsw
11241,welter,elrtw
11242,wend,denw
11243,wheedle,dehlw
11244,wheeze,ehwz
11245,whelm,ehlmw
11246,whelp,ehlpw
11247,whet,ehtw
11248,whiff,fhiw
11249,whim,himw
11250,whimper,ehimprw
11251,whimsical,achilmsw
11252,whimsy,himswy
11253,whine,ehinw
11254,whirlpool,hiloprw
11255,whit,hitw
11256,whittle,ehiltw
11257,wick,cikw
11258,wield,deilw
11259,wig,giw
11260,wiggle,egilw
11261,wigwag,agiw
11262,wile,eilw
11263,willful,filuw
11264,willow,ilow
11265,willowy,ilowy
11266,willy-nilly,-ilnwy
11267,wilt,iltw
11268,wily,ilwy
11269,wince,ceinw
11270,windbag,abdginw
11271,windfall,adfilnw
11272,winding,dginw
11273,windy,dinwy
11274,winkle,eiklnw
11275,winning,ginw
11276,winnow,inow
11277,winsome,eimnosw
11278,wiretap,aeiprtw
11279,wispy,ipswy
11280,wistful,filstuw
11281,wither,ehirtw
11282,witticism,cimstw
11283,wizardry,adirwyz
11284,wizen,einwz
11285,wizened,deinwz
11286,wobble,below
11287,woe,eow
11288,wont,notw
11289,woo,ow
11290,woodcut,cdotuw
11291,wraith,ahirtw
11292,wrangle,aeglnrw
11293,wrangler,aeglnrw
11294,wrath,ahrtw
11295,wreak,aekrw
11296,wreathe,aehrtw
11297,wreckage,acegkrw
11298,wrest,erstw
11299,writ,irtw
11300,wroth,hortw
11301,wrought,ghortuw
11302,wry,rwy
11303,xenophobe,behnopx
11304,xenophobia,abehinopx
11305,xerophyte,ehoprtxy
11306,yacht,achty
11307,yank,akny
11308,yarn,anry
11309,yaw,awy
11310,yearn,aenry
11311,yeast,aesty
11312,yen,eny
11313,yeoman,aemnoy
11314,yielding,degilny
11315,yoke,ekoy
11316,yokel,ekloy
11317,yowl,lowy
11318,yummy,muy
11319,zany,anyz
11320,zealotry,aelortyz
11321,zenith,ehintz
11322,zephyr,ehpryz
11323,zest,estz
11324,zesty,estyz
11325,able,abel
11326,abort,abort
11327,abortion,abinort
11328,about,abotu
11329,absorption,abinoprst
11330,absurdity,abdirstuy
11331,acceleration,aceilnort
11332,acceptable,abcelpt
11333,accomplishment,acehilmnopst
11334,accordance,acdenor
11335,accountable,abcelnotu
11336,accountancy,acnotuy
11337,accounting,acginotu
11338,accumulation,acilmnotu
11339,accumulative,aceilmtuv
11340,accusation,acinostu
11341,accustom,acmostu
11342,ace,ace
11343,ache,aceh
11344,achievement,acehimntv
11345,acidity,acdity
11346,acknowledgement,acdegklmnotw
11347,acting,acgint
11348,activist,acistv
11349,activity,acitvy
11350,actually,acltuy
11351,acupuncture,acenprtu
11352,ad,ad
11353,adaptation,adinopt
11354,adaptive,adeiptv
11355,addiction,acdinot
11356,addictive,acdeitv
11357,adequacy,acdequy
11358,adequately,adelqtuy
11359,adherence,acdehnr
11360,adjustment,adejmnstu
11361,administrate,adeimnrst
11362,administrative,adeimnrstv
11363,admirable,abdeilmr
11364,admiration,adimnort
11365,admittance,acdeimnt
11366,admittedly,adeilmty
11367,adolescence,acdelnos
11368,adoption,adinopt
11369,adorable,abdelor
11370,adulthood,adhlotu
11371,advancement,acdemntv
11372,advantageous,adegnostuv
11373,adventurer,adenrtuv
11374,adventurous,adenorstuv
11375,adversary,adersvy
11376,adversity,adeirstvy
11377,advertisement,adeimnrstv
11378,advertising,adeginrstv
11379,adviser,adeirsv
11380,advisor,adiorsv
11381,advisory,adiorsvy
11382,aeroplane,aelnopr
11383,aesthetics,acehist
11384,affectionate,acefinot
11385,affirmation,afimnort
11386,affirmative,aefimrtv
11387,affixation,afinotx
11388,affordability,abdfilorty
11389,afloat,aflot
11390,after,aefrt
11391,afternoon,aefnort
11392,afterwards,adefrstw
11393,aged,adeg
11394,ageing,aegin
11395,aggravation,aginortv
11396,aging,agin
11397,agitation,aginot
11398,ago,ago
11399,agricultural,acgilrtu
11400,agriculture,acegilrtu
11401,aide,adei
11402,aids,adis
11403,air-conditioner,-acdeinort
11404,air-conditioning,-acdginort
11405,aircraft,acfirt
11406,airplane,aeilnpr
11407,akin,aikn
11408,alcoholic,achilo
11409,ale,ael
11410,algebra,abeglr
11411,alienation,aeilnot
11412,alignment,aegilmnt
11413,all,al
11414,allegation,aegilnot
11415,alleged,adegl
11416,allegedly,adegly
11417,alleviation,aeilnotv
11418,alley,aely
11419,allocation,acilnot
11420,allot,alot
11421,allotment,aelmnot
11422,allure,aelru
11423,allurement,aelmnrtu
11424,almighty,aghilmty
11425,alphabetic,abcehilpt
11426,alteration,aeilnort
11427,alternately,aelnrty
11428,alternation,aeilnort
11429,am,am
11430,amazement,aemntz
11431,amazing,agimnz
11432,ambiguity,abgimtuy
11433,amidst,adimst
11434,ammunition,aimnotu
11435,amongst,agmnost
11436,amplification,acfilmnopt
11437,amusement,aemnstu
11438,amusing,agimnsu
11439,an,an
11440,analyst,alnsty
11441,analytic,acilnty
11442,analytical,acilnty
11443,anchorage,aceghnor
11444,anecdotal,acdelnot
11445,anew,aenw
11446,angel,aegln
11447,announcement,acemnotu
11448,annoyance,acenoy
11449,antagonist,aginost
11450,antagonistic,acginost
11451,antagonistically,acgilnosty
11452,anticipation,acinopt
11453,antonym,amnoty
11454,any,any
11455,anybody,abdnoy
11456,anyone,aenoy
11457,anything,aghinty
11458,ape,aep
11459,apologetic,acegilopt
11460,apology,aglopy
11461,app,ap
11462,appalling,agilnp
11463,apparently,aelnprty
11464,appealing,aegilnp
11465,appeasement,aemnpst
11466,apple,aelp
11467,appreciation,aceinoprt
11468,appreciative,aceiprtv
11469,appropriation,ainoprt
11470,approximately,aeilmoprtxy
11471,approximation,aimnoprtx
11472,april,ailpr
11473,aptly,alpty
11474,arbitrarily,abilrty
11475,arbitration,abinort
11476,arc,acr
11477,area,aer
11478,arguable,abeglru
11479,argumentation,aegimnortu
11480,argumentative,aegimnrtuv
11481,aristocrat,aciorst
11482,aristocratic,aciorst
11483,armament,aemnrt
11484,armor,amor
11485,armour,amoru
11486,arousal,alorsu
11487,arrangement,aegmnrt
11488,art,art
11489,articulation,acilnortu
11490,artistically,acilrsty
11491,as,as
11492,ascendance,acdens
11493,ashamed,adehms
11494,ask,aks
11495,ass,as
11496,assassin,ains
11497,assassination,ainost
11498,assertion,aeinorst
11499,assimilation,ailmnost
11500,assortment,aemnorst
11501,astonish,ahinost
11502,astonishment,aehimnost
11503,astronomer,aemnorst
11504,athletic,acehilt
11505,atlas,alst
11506,atmospheric,acehimoprst
11507,atomic,acimot
11508,atop,aopt
11509,attachment,acehmnt
11510,attentive,aeintv
11511,attraction,acinort
11512,attributable,abeilrtu
11513,attributive,abeirtuv
11514,auctioneer,aceinortu
11515,auditing,adgintu
11516,auditor,adiortu
11517,auntie,aeintu
11518,authorisation,ahinorstu
11519,authorise,aehiorstu
11520,authoritative,aehiortuv
11521,authorize,aehiortuz
11522,autobiographic,abcghioprtu
11523,autobiographical,abcghiloprtu
11524,automate,aemotu
11525,automatically,acilmotuy
11526,automobile,abeilmotu
11527,availability,abiltvy
11528,avoidance,acdeinov
11529,awareness,aenrsw
11530,awesome,aemosw
11531,ax,ax
11532,baby,aby
11533,babyboom,abmoy
11534,babyboomer,abemory
11535,backup,abckpu
11536,backwards,abcdkrsw
11537,backyard,abcdkry
11538,bakery,abekry
11539,bamboo,abmo
11540,banana,abn
11541,banker,abeknr
11542,banking,abgikn
11543,banknote,abeknot
11544,bankruptcy,abcknprtuy
11545,barometer,abemort
11546,barracks,abckrs
11547,basically,abcilsy
11548,bass,abs
11549,bathroom,abhmort
11550,batter,abert
11551,bbq,bq
11552,be,be
11553,bead,abde
11554,beak,abek
11555,beautify,abefituy
11556,because,abcesu
11557,become,bcemo
11558,bed,bde
11559,bedding,bdegin
11560,beetle,belt
11561,beg,beg
11562,beggar,abegr
11563,behavioral,abehilorv
11564,behaviour,abehioruv
11565,behavioural,abehiloruv
11566,beneficiary,abcefinry
11567,benevolence,bcelnov
11568,berry,bery
11569,best,best
11570,best-seller,-belrst
11571,best-selling,-begilnst
11572,betrayal,abelrty
11573,better,bert
11574,between,bentw
11575,bewilderment,bdeilmnrtw
11576,bible,beil
11577,biblical,abcil
11578,bike,beik
11579,bilateral,abeilrt
11580,billionaire,abeilnor
11581,binoculars,abcilnorsu
11582,biochemical,abcehilmo
11583,biochemist,bcehimost
11584,biochemistry,bcehimorsty
11585,biographer,abeghiopr
11586,biographical,abcghilopr
11587,biological,abcgilo
11588,biologist,bgilost
11589,biotechnology,bceghilnoty
11590,bishop,bhiops
11591,bitch,bchit
11592,blessing,begilns
11593,blink,bikln
11594,bloc,bclo
11595,blog,bglo
11596,blond,bdlno
11597,blonde,bdelno
11598,boastful,abflostu
11599,bodily,bdiloy
11600,boiler,beilor
11601,bony,bnoy
11602,botanical,abcilnot
11603,both,bhot
11604,boxing,bginox
11605,boy,boy
11606,brand-new,-abdenrw
11607,bravery,abervy
11608,breakthrough,abeghkortu
11609,brewery,berwy
11610,bribery,beiry
11611,bridegroom,bdegimor
11612,briefing,befginr
11613,brigade,abdegir
11614,brighten,beghinrt
11615,brilliance,abceilnr
11616,broadcast,abcdorst
11617,broaden,abdenor
11618,broke,bekor
11619,browser,beorsw
11620,brunch,bchnru
11621,brutality,abilrtuy
11622,buddhism,bdhimsu
11623,buddhist,bdhistu
11624,buddy,bduy
11625,budgetary,abdegrtuy
11626,buffalo,abflou
11627,bulky,bkluy
11628,bulletin,beilntu
11629,bumper,bempru
11630,bureaucrat,abcertu
11631,bureaucratic,abceirtu
11632,burger,begru
11633,burglary,abglruy
11634,bushy,bhsuy
11635,businessman,abeimnsu
11636,but,btu
11637,buyer,beruy
11638,buzz,buz
11639,cafe,acef
11640,calculation,acilnotu
11641,calculator,aclortu
11642,calf,acfl
11643,call,acl
11644,calling,acgiln
11645,cancellation,aceilnot
11646,capability,abcilpty
11647,capitalist,acilpst
11648,car,acr
11649,caravan,acnrv
11650,cardboard,abcdor
11651,careless,acelrs
11652,carton,acnort
11653,cartoonist,acinorst
11654,carving,acginrv
11655,casino,acinos
11656,catalogue,aceglotu
11657,catastrophic,achioprst
11658,cauliflower,acefiloruw
11659,celcius,ceilsu
11660,celebration,abceilnort
11661,cell-phone,-cehlnop
11662,celsius,ceilsu
11663,censorship,cehinoprs
11664,cent,cent
11665,center,cenrt
11666,centimeter,ceimnrt
11667,centralise,aceilnrst
11668,centralize,aceilnrtz
11669,ceremonial,aceilmnor
11670,chairperson,acehinoprs
11671,challenging,aceghiln
11672,chaotic,achiot
11673,characterise,acehirst
11674,charming,acghimnr
11675,cheerful,cefhlru
11676,childish,cdhils
11677,chilly,chily
11678,cholesterol,cehlorst
11679,choosy,chosy
11680,chopstick,chikopst
11681,christ,chirst
11682,christian,achinrst
11683,christianity,achinrsty
11684,christmas,achimrst
11685,chronically,achilnory
11686,chronicle,cehilnor
11687,cigarette,acegirt
11688,circumstance,aceimnrstu
11689,citizenship,cehinpstz
11690,civic,civ
11691,civilisation,acilnostv
11692,civilise,ceilsv
11693,clan,acln
11694,clarification,acfilnort
11695,classified,acdefils
11696,cleanse,acelns
11697,clear-cut,-acelrtu
11698,clearance,acelnr
11699,clearing,acegilnr
11700,clearly,acelry
11701,clerical,aceilr
11702,climatic,acilmt
11703,clothes,cehlost
11704,coastal,aclost
11705,cockpit,cikopt
11706,cocktail,aciklot
11707,coconut,cnotu
11708,coexist,ceiostx
11709,coexistence,ceinostx
11710,coffee,cefo
11711,cognition,cginot
11712,coherence,cehnor
11713,coinage,acegino
11714,collaboration,abcilnort
11715,collaborative,abceilortv
11716,colonialism,acilmnos
11717,colonise,ceilnos
11718,colorful,cfloru
11719,colour,cloru
11720,colourful,cfloru
11721,combative,abceimotv
11722,comet,cemot
11723,commander,acdemnor
11724,commemoration,aceimnort
11725,commendation,acdeimnot
11726,commentator,acemnort
11727,commercialise,aceilmors
11728,commercialize,aceilmorz
11729,commitment,ceimnot
11730,communicative,aceimnotuv
11731,communist,cimnostu
11732,commuter,cemortu
11733,companionship,achimnops
11734,compatibility,abcilmopty
11735,competitor,ceimoprt
11736,compilation,acilmnopt
11737,completion,ceilmnopt
11738,complexity,ceilmoptxy
11739,complimentary,aceilmnoprty
11740,compression,ceimnoprs
11741,computation,acimnoptu
11742,computerise,ceimoprstu
11743,computerize,ceimoprtuz
11744,concealment,acelmnot
11745,conceited,cdeinot
11746,conceptual,acelnoptu
11747,concerned,cdenor
11748,concerted,cdenort
11749,concurrent,cenortu
11750,condemnation,acdeimnot
11751,condensation,acdeinost
11752,conditional,acdilnot
11753,conditioner,cdeinort
11754,condolence,cdelno
11755,confederate,acdefnort
11756,confederation,acdefinort
11757,confession,cefinos
11758,confinement,cefimnot
11759,confirmation,acfimnort
11760,confrontation,acfinort
11761,confucian,acfinou
11762,confucianism,acfimnosu
11763,congratulatory,acglnortuy
11764,congregation,aceginort
11765,congressional,acegilnors
11766,connexion,ceinox
11767,conqueror,cenoqru
11768,consciousness,ceinosu
11769,consequent,cenoqstu
11770,considering,cdeginors
11771,consolation,acilnost
11772,constituency,ceinostuy
11773,consulate,acelnostu
11774,consultation,acilnostu
11775,consultative,aceilnostuv
11776,consumer,cemnorsu
11777,contamination,acimnot
11778,contemplation,aceilmnopt
11779,contemplative,aceilmnoptv
11780,contestant,acenost
11781,contextual,acelnotux
11782,continental,aceilnot
11783,continuity,cinotuy
11784,continuous,cinostu
11785,contraction,acinort
11786,contractor,acnort
11787,contributor,bcinortu
11788,convergence,cegnorv
11789,conveyance,acenovy
11790,convincing,cginov
11791,cooker,cekor
11792,cookie,ceiko
11793,cooperation,aceinoprt
11794,coordination,acdinort
11795,coordinator,acdinort
11796,coral,aclor
11797,cordiality,acdilorty
11798,cork,ckor
11799,cornerstone,cenorst
11800,corps,coprs
11801,corpse,ceoprs
11802,correction,ceinort
11803,corrective,ceiortv
11804,correlation,aceilnort
11805,correlative,aceilortv
11806,corrosion,cinors
11807,corruption,cinoprtu
11808,cosmetic,ceimost
11809,councillor,cilnoru
11810,councilor,cilnoru
11811,counsellor,celnorsu
11812,counselor,celnorsu
11813,countdown,cdnotuw
11814,counteraction,aceinortu
11815,coup d'état, 'acdoptué
11816,courageous,acegorsu
11817,coverage,acegorv
11818,cowardice,acdeiorw
11819,cowardly,acdlorwy
11820,cowboy,bcowy
11821,cozy,coyz
11822,crackdown,acdknorw
11823,cracker,acekr
11824,crave,acerv
11825,craze,acerz
11826,creamy,acemry
11827,creation,aceinort
11828,creator,aceort
11829,credibility,bcdeilrty
11830,creditable,abcdeilrt
11831,criticise,ceirst
11832,crocodile,cdeilor
11833,crossing,cginors
11834,crowded,cdeorw
11835,cruelty,celrtuy
11836,cruiser,ceirsu
11837,crunch,chnru
11838,cubic,bciu
11839,culminate,aceilmntu
11840,cultivation,acilnotuv
11841,cultural,aclrtu
11842,cumulative,aceilmtuv
11843,cup,cpu
11844,curable,abcelru
11845,currently,celnrtuy
11846,customs,cmostu
11847,cute,cetu
11848,cycling,cgilny
11849,cyclist,cilsty
11850,cynical,acilny
11851,cynicism,cimnsy
11852,dad,ad
11853,daddy,ady
11854,daring,adginr
11855,darken,adeknr
11856,darkness,adeknrs
11857,dating,adgint
11858,datum,admtu
11859,daughter,adeghrtu
11860,dear,ader
11861,debtor,bdeort
11862,december,bcdemr
11863,deceptive,cdeiptv
11864,declarative,acdeilrtv
11865,decoration,acdeinort
11866,decorative,acdeiortv
11867,deducible,bcdeilu
11868,deductible,bcdeiltu
11869,deduction,cdeinotu
11870,deeply,delpy
11871,defection,cdefinot
11872,defective,cdefitv
11873,defensive,definsv
11874,defiant,adefint
11875,deficient,cdefint
11876,definitely,defilnty
11877,degeneration,adeginort
11878,degrade,adegr
11879,delegation,adegilnot
11880,deletion,deilnot
11881,deliberation,abdeilnort
11882,delightful,defghiltu
11883,demo,demo
11884,democrat,acdemort
11885,demographic,acdeghimopr
11886,demonstration,adeimnorst
11887,denotation,adeinot
11888,dependable,abdelnp
11889,dependence,cdenp
11890,depiction,cdeinopt
11891,depletion,deilnopt
11892,deploy,delopy
11893,deployment,delmnopty
11894,depot,deopt
11895,depreciation,acdeinoprt
11896,derail,adeilr
11897,derailment,adeilmnrt
11898,deregulate,adeglrtu
11899,deregulation,adegilnortu
11900,description,cdeinoprst
11901,descriptive,cdeiprstv
11902,desirability,abdeilrsty
11903,desktop,dekopst
